[m1],[m2],[m3],[k1],[k2],[k3]
12151,8028,30427,8334784.605,5260468.394,42787240
12151,8028,30427,8334784.605,5260468.394,42787240
12151,8028,30427,8334784.605,5260468.394,42787240
12151,8028,30427,8334784.605,5260468.394,42787240
25572,7276,13122,134043044.2,547926272.8,584166231.6
25572,7276,13122,134043044.2,547926272.8,584166231.6
25572,7276,13122,134043044.2,547926272.8,584166231.6
25572,7276,13122,134043044.2,547926272.8,584166231.6
25572,7276,13122,134043044.2,547926272.8,584166231.6
36626,23439,21257,121879365.3,4867118.916,32409060.38
36626,23439,21257,121879365.3,4867118.916,32409060.38
36626,23439,21257,121879365.3,4867118.916,32409060.38
36626,23439,21257,121879365.3,4867118.916,32409060.38
36626,23439,21257,121879365.3,4867118.916,32409060.38
43729,15558,18040,50698174.96,9691001.357,32179054.49
43729,15558,18040,50698174.96,9691001.357,32179054.49
43729,15558,18040,50698174.96,9691001.357,32179054.49
43729,15558,18040,50698174.96,9691001.357,32179054.49
43729,15558,18040,50698174.96,9691001.357,32179054.49
10087,8818,17648,341420636,49693088.56,26492231406
10087,8818,17648,341420636,49693088.56,26492231406
10087,8818,17648,341420636,49693088.56,26492231406
10087,8818,17648,341420636,49693088.56,26492231406
10087,8818,17648,341420636,49693088.56,26492231406
43457,10863,13404,63484338.64,249808.8207,7676710.521
43457,10863,13404,63484338.64,249808.8207,7676710.521
43457,10863,13404,63484338.64,249808.8207,7676710.521
43457,10863,13404,63484338.64,249808.8207,7676710.521
43457,10863,13404,63484338.64,249808.8207,7676710.521
39543,17115,5364,727748552.7,6196631.112,668005289.2
39543,17115,5364,727748552.7,6196631.112,668005289.2
39543,17115,5364,727748552.7,6196631.112,668005289.2
39543,17115,5364,727748552.7,6196631.112,668005289.2
39543,17115,5364,727748552.7,6196631.112,668005289.2
20810,22663,24020,2807062.686,164186896.4,2188791.053
20810,22663,24020,2807062.686,164186896.4,2188791.053
20810,22663,24020,2807062.686,164186896.4,2188791.053
20810,22663,24020,2807062.686,164186896.4,2188791.053
20810,22663,24020,2807062.686,164186896.4,2188791.053
22674,22770,7507,3154485137,982470917.9,98130669.15
22674,22770,7507,3154485137,982470917.9,98130669.15
22674,22770,7507,3154485137,982470917.9,98130669.15
22674,22770,7507,3154485137,982470917.9,98130669.15
22674,22770,7507,3154485137,982470917.9,98130669.15
5378,7848,35947,1075764.871,954700.7223,10728868.53
5378,7848,35947,1075764.871,954700.7223,10728868.53
5378,7848,35947,1075764.871,954700.7223,10728868.53
5378,7848,35947,1075764.871,954700.7223,10728868.53
5378,7848,35947,1075764.871,954700.7223,10728868.53
28968,15763,37113,2381374.244,2344051.379,742064.6264
28968,15763,37113,2381374.244,2344051.379,742064.6264
28968,15763,37113,2381374.244,2344051.379,742064.6264
28968,15763,37113,2381374.244,2344051.379,742064.6264
28968,15763,37113,2381374.244,2344051.379,742064.6264
47366,5340,15747,4289871.84,21204279.95,268698437.3
47366,5340,15747,4289871.84,21204279.95,268698437.3
47366,5340,15747,4289871.84,21204279.95,268698437.3
47366,5340,15747,4289871.84,21204279.95,268698437.3
47366,5340,15747,4289871.84,21204279.95,268698437.3
8266,16487,33397,65093805.47,21786080.49,51967219.16
8266,16487,33397,65093805.47,21786080.49,51967219.16
8266,16487,33397,65093805.47,21786080.49,51967219.16
8266,16487,33397,65093805.47,21786080.49,51967219.16
8266,16487,33397,65093805.47,21786080.49,51967219.16
12839,31865,9996,1707174.718,46675510.72,75500169.87
12839,31865,9996,1707174.718,46675510.72,75500169.87
12839,31865,9996,1707174.718,46675510.72,75500169.87
12839,31865,9996,1707174.718,46675510.72,75500169.87
12839,31865,9996,1707174.718,46675510.72,75500169.87
9891,19209,10126,66468373.04,75662265.08,218252.084
9891,19209,10126,66468373.04,75662265.08,218252.084
9891,19209,10126,66468373.04,75662265.08,218252.084
9891,19209,10126,66468373.04,75662265.08,218252.084
9891,19209,10126,66468373.04,75662265.08,218252.084
41578,24570,20971,13132504589,32334691788,1142587263
41578,24570,20971,13132504589,32334691788,1142587263
41578,24570,20971,13132504589,32334691788,1142587263
41578,24570,20971,13132504589,32334691788,1142587263
41578,24570,20971,13132504589,32334691788,1142587263
24943,7280,32080,9138644.968,41706654.24,40769411.58
24943,7280,32080,9138644.968,41706654.24,40769411.58
24943,7280,32080,9138644.968,41706654.24,40769411.58
24943,7280,32080,9138644.968,41706654.24,40769411.58
24943,7280,32080,9138644.968,41706654.24,40769411.58
11114,17245,22643,5549960.639,1032838.47,446725.366
11114,17245,22643,5549960.639,1032838.47,446725.366
11114,17245,22643,5549960.639,1032838.47,446725.366
11114,17245,22643,5549960.639,1032838.47,446725.366
11114,17245,22643,5549960.639,1032838.47,446725.366
19338,47051,12753,36316387.86,4374526.38,425491.5562
19338,47051,12753,36316387.86,4374526.38,425491.5562
19338,47051,12753,36316387.86,4374526.38,425491.5562
19338,47051,12753,36316387.86,4374526.38,425491.5562
19338,47051,12753,36316387.86,4374526.38,425491.5562
20248,7391,5291,6305373.386,3140408.927,23733360.36
20248,7391,5291,6305373.386,3140408.927,23733360.36
20248,7391,5291,6305373.386,3140408.927,23733360.36
20248,7391,5291,6305373.386,3140408.927,23733360.36
20248,7391,5291,6305373.386,3140408.927,23733360.36
7730,8683,6843,375067.3006,1537943.396,3383384.577
7730,8683,6843,375067.3006,1537943.396,3383384.577
7730,8683,6843,375067.3006,1537943.396,3383384.577
7730,8683,6843,375067.3006,1537943.396,3383384.577
7730,8683,6843,375067.3006,1537943.396,3383384.577
11493,21124,5277,4583340272,647060775.5,22021717206
11493,21124,5277,4583340272,647060775.5,22021717206
11493,21124,5277,4583340272,647060775.5,22021717206
11493,21124,5277,4583340272,647060775.5,22021717206
11493,21124,5277,4583340272,647060775.5,22021717206
16852,7089,9512,15789017.67,354756.6265,405094.642
16852,7089,9512,15789017.67,354756.6265,405094.642
16852,7089,9512,15789017.67,354756.6265,405094.642
16852,7089,9512,15789017.67,354756.6265,405094.642
16852,7089,9512,15789017.67,354756.6265,405094.642
12708,26601,10557,913291.3052,9797563.499,478479171.4
12708,26601,10557,913291.3052,9797563.499,478479171.4
12708,26601,10557,913291.3052,9797563.499,478479171.4
12708,26601,10557,913291.3052,9797563.499,478479171.4
12708,26601,10557,913291.3052,9797563.499,478479171.4
18409,22626,12938,1.9211E+11,314995140.9,19193058974
18409,22626,12938,1.9211E+11,314995140.9,19193058974
18409,22626,12938,1.9211E+11,314995140.9,19193058974
18409,22626,12938,1.9211E+11,314995140.9,19193058974
18409,22626,12938,1.9211E+11,314995140.9,19193058974
32164,15971,24560,2447190.947,844347283.3,868093514.5
32164,15971,24560,2447190.947,844347283.3,868093514.5
32164,15971,24560,2447190.947,844347283.3,868093514.5
32164,15971,24560,2447190.947,844347283.3,868093514.5
32164,15971,24560,2447190.947,844347283.3,868093514.5
10599,12869,29594,770096.2454,2733062.609,1808489.537
10599,12869,29594,770096.2454,2733062.609,1808489.537
10599,12869,29594,770096.2454,2733062.609,1808489.537
10599,12869,29594,770096.2454,2733062.609,1808489.537
10599,12869,29594,770096.2454,2733062.609,1808489.537
7936,25525,13073,470181631.3,4.50025E+11,64295444218
7936,25525,13073,470181631.3,4.50025E+11,64295444218
7936,25525,13073,470181631.3,4.50025E+11,64295444218
7936,25525,13073,470181631.3,4.50025E+11,64295444218
7936,25525,13073,470181631.3,4.50025E+11,64295444218
29693,23951,22967,4079467.122,1392423.539,34788601
29693,23951,22967,4079467.122,1392423.539,34788601
29693,23951,22967,4079467.122,1392423.539,34788601
29693,23951,22967,4079467.122,1392423.539,34788601
29693,23951,22967,4079467.122,1392423.539,34788601
12802,23426,24884,2060912.36,1790542.475,90091834.22
12802,23426,24884,2060912.36,1790542.475,90091834.22
12802,23426,24884,2060912.36,1790542.475,90091834.22
12802,23426,24884,2060912.36,1790542.475,90091834.22
12802,23426,24884,2060912.36,1790542.475,90091834.22
11501,42977,13095,2041792.687,488701423.5,124087466.2
11501,42977,13095,2041792.687,488701423.5,124087466.2
11501,42977,13095,2041792.687,488701423.5,124087466.2
11501,42977,13095,2041792.687,488701423.5,124087466.2
11501,42977,13095,2041792.687,488701423.5,124087466.2
14805,5532,44439,11364258.78,4627209.097,3136537.601
14805,5532,44439,11364258.78,4627209.097,3136537.601
14805,5532,44439,11364258.78,4627209.097,3136537.601
14805,5532,44439,11364258.78,4627209.097,3136537.601
14805,5532,44439,11364258.78,4627209.097,3136537.601
46316,5339,22151,154901671.4,2883082.029,397603604.8
46316,5339,22151,154901671.4,2883082.029,397603604.8
46316,5339,22151,154901671.4,2883082.029,397603604.8
46316,5339,22151,154901671.4,2883082.029,397603604.8
46316,5339,22151,154901671.4,2883082.029,397603604.8
46564,28053,6009,9835337.851,395586.5827,3072026.018
46564,28053,6009,9835337.851,395586.5827,3072026.018
46564,28053,6009,9835337.851,395586.5827,3072026.018
46564,28053,6009,9835337.851,395586.5827,3072026.018
46564,28053,6009,9835337.851,395586.5827,3072026.018
30645,7945,15839,73051445.08,566882.0033,712281.6447
30645,7945,15839,73051445.08,566882.0033,712281.6447
30645,7945,15839,73051445.08,566882.0033,712281.6447
30645,7945,15839,73051445.08,566882.0033,712281.6447
30645,7945,15839,73051445.08,566882.0033,712281.6447
45028,12250,14520,78722375.23,1611251.943,761812.8174
45028,12250,14520,78722375.23,1611251.943,761812.8174
45028,12250,14520,78722375.23,1611251.943,761812.8174
45028,12250,14520,78722375.23,1611251.943,761812.8174
45028,12250,14520,78722375.23,1611251.943,761812.8174
29434,17678,41550,10321823.82,1735915.351,932388.0645
29434,17678,41550,10321823.82,1735915.351,932388.0645
29434,17678,41550,10321823.82,1735915.351,932388.0645
29434,17678,41550,10321823.82,1735915.351,932388.0645
29434,17678,41550,10321823.82,1735915.351,932388.0645
13217,46573,39521,52020456.75,4990283.407,2899971.42
13217,46573,39521,52020456.75,4990283.407,2899971.42
13217,46573,39521,52020456.75,4990283.407,2899971.42
13217,46573,39521,52020456.75,4990283.407,2899971.42
13217,46573,39521,52020456.75,4990283.407,2899971.42
17309,41881,22052,1055826.351,18039776.59,12773158.35
17309,41881,22052,1055826.351,18039776.59,12773158.35
17309,41881,22052,1055826.351,18039776.59,12773158.35
17309,41881,22052,1055826.351,18039776.59,12773158.35
17309,41881,22052,1055826.351,18039776.59,12773158.35
6409,10069,42296,58026654.34,656991.5407,3728528.322
6409,10069,42296,58026654.34,656991.5407,3728528.322
6409,10069,42296,58026654.34,656991.5407,3728528.322
6409,10069,42296,58026654.34,656991.5407,3728528.322
6409,10069,42296,58026654.34,656991.5407,3728528.322
41133,5766,5776,13534185.59,1157108.02,7860598.705
41133,5766,5776,13534185.59,1157108.02,7860598.705
41133,5766,5776,13534185.59,1157108.02,7860598.705
41133,5766,5776,13534185.59,1157108.02,7860598.705
41133,5766,5776,13534185.59,1157108.02,7860598.705
7395,5441,14977,6953181.592,582614364.4,4710234.969
7395,5441,14977,6953181.592,582614364.4,4710234.969
7395,5441,14977,6953181.592,582614364.4,4710234.969
7395,5441,14977,6953181.592,582614364.4,4710234.969
7395,5441,14977,6953181.592,582614364.4,4710234.969
40961,16086,9230,15563363.12,211724115.6,30576695.3
40961,16086,9230,15563363.12,211724115.6,30576695.3
40961,16086,9230,15563363.12,211724115.6,30576695.3
40961,16086,9230,15563363.12,211724115.6,30576695.3
40961,16086,9230,15563363.12,211724115.6,30576695.3
7096,5883,9342,42640839.28,385085.116,7655934.256
7096,5883,9342,42640839.28,385085.116,7655934.256
7096,5883,9342,42640839.28,385085.116,7655934.256
7096,5883,9342,42640839.28,385085.116,7655934.256
7096,5883,9342,42640839.28,385085.116,7655934.256
5640,13287,42159,1296058.113,12694296.15,12908441.98
5640,13287,42159,1296058.113,12694296.15,12908441.98
5640,13287,42159,1296058.113,12694296.15,12908441.98
5640,13287,42159,1296058.113,12694296.15,12908441.98
5640,13287,42159,1296058.113,12694296.15,12908441.98
7497,16873,5218,20422432.72,678375.1994,40673710.09
7497,16873,5218,20422432.72,678375.1994,40673710.09
7497,16873,5218,20422432.72,678375.1994,40673710.09
7497,16873,5218,20422432.72,678375.1994,40673710.09
7497,16873,5218,20422432.72,678375.1994,40673710.09
8589,6891,7484,9753512.985,64880873.88,479717188.1
8589,6891,7484,9753512.985,64880873.88,479717188.1
8589,6891,7484,9753512.985,64880873.88,479717188.1
8589,6891,7484,9753512.985,64880873.88,479717188.1
8589,6891,7484,9753512.985,64880873.88,479717188.1
40020,24658,26209,10244697.42,4413195.175,3273452.1
40020,24658,26209,10244697.42,4413195.175,3273452.1
40020,24658,26209,10244697.42,4413195.175,3273452.1
40020,24658,26209,10244697.42,4413195.175,3273452.1
40020,24658,26209,10244697.42,4413195.175,3273452.1
35247,41620,8066,1304499.739,4662694.932,124026.5874
35247,41620,8066,1304499.739,4662694.932,124026.5874
35247,41620,8066,1304499.739,4662694.932,124026.5874
35247,41620,8066,1304499.739,4662694.932,124026.5874
35247,41620,8066,1304499.739,4662694.932,124026.5874
12679,9570,10338,31879991749,66598578.61,22809037358
12679,9570,10338,31879991749,66598578.61,22809037358
12679,9570,10338,31879991749,66598578.61,22809037358
12679,9570,10338,31879991749,66598578.61,22809037358
12679,9570,10338,31879991749,66598578.61,22809037358
9497,40256,24422,1598150.883,1286287.75,25699784.79
9497,40256,24422,1598150.883,1286287.75,25699784.79
9497,40256,24422,1598150.883,1286287.75,25699784.79
9497,40256,24422,1598150.883,1286287.75,25699784.79
9497,40256,24422,1598150.883,1286287.75,25699784.79
10362,12429,8903,5972874.651,2410708.302,48460271.84
10362,12429,8903,5972874.651,2410708.302,48460271.84
10362,12429,8903,5972874.651,2410708.302,48460271.84
10362,12429,8903,5972874.651,2410708.302,48460271.84
10362,12429,8903,5972874.651,2410708.302,48460271.84
7952,8159,14158,29253046,98281158.34,47105098.13
7952,8159,14158,29253046,98281158.34,47105098.13
7952,8159,14158,29253046,98281158.34,47105098.13
7952,8159,14158,29253046,98281158.34,47105098.13
7952,8159,14158,29253046,98281158.34,47105098.13
17386,42806,16947,139125648.3,7562357.745,2829411.932
17386,42806,16947,139125648.3,7562357.745,2829411.932
17386,42806,16947,139125648.3,7562357.745,2829411.932
17386,42806,16947,139125648.3,7562357.745,2829411.932
17386,42806,16947,139125648.3,7562357.745,2829411.932
25171,45470,32483,183086101.2,5408640.396,88605946.31
25171,45470,32483,183086101.2,5408640.396,88605946.31
25171,45470,32483,183086101.2,5408640.396,88605946.31
25171,45470,32483,183086101.2,5408640.396,88605946.31
25171,45470,32483,183086101.2,5408640.396,88605946.31
19313,21986,23661,9338435375,441822295.2,19717498400
19313,21986,23661,9338435375,441822295.2,19717498400
19313,21986,23661,9338435375,441822295.2,19717498400
19313,21986,23661,9338435375,441822295.2,19717498400
19313,21986,23661,9338435375,441822295.2,19717498400
5750,7516,27833,5083130.845,8746553.194,1020838532
5750,7516,27833,5083130.845,8746553.194,1020838532
5750,7516,27833,5083130.845,8746553.194,1020838532
5750,7516,27833,5083130.845,8746553.194,1020838532
5750,7516,27833,5083130.845,8746553.194,1020838532
17603,31616,33507,130774471.4,1187961.312,254204887.3
17603,31616,33507,130774471.4,1187961.312,254204887.3
17603,31616,33507,130774471.4,1187961.312,254204887.3
17603,31616,33507,130774471.4,1187961.312,254204887.3
17603,31616,33507,130774471.4,1187961.312,254204887.3
13181,29380,8235,119265799.6,3817786.775,58012395.44
13181,29380,8235,119265799.6,3817786.775,58012395.44
13181,29380,8235,119265799.6,3817786.775,58012395.44
13181,29380,8235,119265799.6,3817786.775,58012395.44
13181,29380,8235,119265799.6,3817786.775,58012395.44
27748,10783,15687,1436401.102,18450912.51,297544.8237
27748,10783,15687,1436401.102,18450912.51,297544.8237
27748,10783,15687,1436401.102,18450912.51,297544.8237
27748,10783,15687,1436401.102,18450912.51,297544.8237
27748,10783,15687,1436401.102,18450912.51,297544.8237
18613,19626,8575,655870.5039,3973667.989,6904122.679
18613,19626,8575,655870.5039,3973667.989,6904122.679
18613,19626,8575,655870.5039,3973667.989,6904122.679
18613,19626,8575,655870.5039,3973667.989,6904122.679
18613,19626,8575,655870.5039,3973667.989,6904122.679
7364,45763,14726,4258952.11,1891479.996,205369.6673
7364,45763,14726,4258952.11,1891479.996,205369.6673
7364,45763,14726,4258952.11,1891479.996,205369.6673
7364,45763,14726,4258952.11,1891479.996,205369.6673
7364,45763,14726,4258952.11,1891479.996,205369.6673
6181,33672,12467,16682820.6,470084.642,128863797.8
6181,33672,12467,16682820.6,470084.642,128863797.8
6181,33672,12467,16682820.6,470084.642,128863797.8
6181,33672,12467,16682820.6,470084.642,128863797.8
6181,33672,12467,16682820.6,470084.642,128863797.8
9192,45476,34283,1850780.22,35328046.48,1236178.6
9192,45476,34283,1850780.22,35328046.48,1236178.6
9192,45476,34283,1850780.22,35328046.48,1236178.6
9192,45476,34283,1850780.22,35328046.48,1236178.6
9192,45476,34283,1850780.22,35328046.48,1236178.6
12066,9207,14252,53155411.07,21306118.28,1870536.66
12066,9207,14252,53155411.07,21306118.28,1870536.66
12066,9207,14252,53155411.07,21306118.28,1870536.66
12066,9207,14252,53155411.07,21306118.28,1870536.66
12066,9207,14252,53155411.07,21306118.28,1870536.66
36586,8354,20551,365687830,1153338.1,7267797.089
36586,8354,20551,365687830,1153338.1,7267797.089
36586,8354,20551,365687830,1153338.1,7267797.089
36586,8354,20551,365687830,1153338.1,7267797.089
36586,8354,20551,365687830,1153338.1,7267797.089
10310,25196,31715,2660387.681,2047565.433,684118.4295
